epoch,train_loss,val_loss
0,0.023421372219920158,0.01143992543965578
1,0.021399740861728786,0.010362408816814423
2,0.02057457834109664,0.010373551644384861
3,0.025386300422251224,0.010129755720496177
4,0.021551036391407253,0.010246805138885975
5,0.022118031192570924,0.01004086047410965
6,0.02594023399055004,0.010262857399880886
7,0.022026801321655513,0.010443103983998298
8,0.02057858621329069,0.010141316078603267
9,0.021293038211762906,0.010228895604610443
10,0.01882501648366451,0.010201203644275665
