epoch,train_loss,val_loss,epoch_seconds,lr
0,0.44524426686763763,0.01159418784081936,111.49089169997023,0.001
1,0.011765289461240173,0.010902745507657527,113.65529860003153,0.001
2,0.011709122497588396,0.01071789339184761,116.89789429999655,0.001
3,0.01077932102419436,0.008972817033529281,106.95940569997765,0.001
4,0.00900531444232911,0.009659929484128952,102.01058929995634,0.001
5,0.00979896398447454,0.008254835464060306,102.64468789997045,0.001
6,0.010019382778555155,0.007458392590284348,103.42633620003471,0.001
