epoch,train_loss,val_loss
0,0.02007089863717556,0.012512167185544968
1,0.0229184189401567,0.01095642738044262
2,0.01870806836336851,0.01073057049512863
3,0.019342135233804583,0.010662011995911599
4,0.018208832185715437,0.010540479987859726
5,0.016149413632228972,0.010610738769173622
6,0.013908801617100834,0.010638830617070199
7,0.018553016355261208,0.010665105164051055
8,0.019422385271638632,0.010809099689126014
9,0.01864725674688816,0.010484636768698692
10,0.01875956871919334,0.01049959759414196
11,0.017797623878344892,0.010541694477200507
12,0.017723983842879532,0.010748361840844154
13,0.018287007473409177,0.01055481143295765
14,0.02118270597420633,0.01064072547852993
15,0.018992356281727553,0.010587669014930724
16,0.014031595889478922,0.010452292621135712
17,0.020634647589176894,0.010608455553650855
18,0.015714655895717442,0.010713937073945998
19,0.01441852647252381,0.010559501394629479
20,0.01944918666779995,0.010572690591216087
21,0.016573865976184605,0.010609239771962166
22,0.013833033844828606,0.01066295900940895
23,0.020799632564652712,0.010480829402804375
24,0.015873255027458073,0.0104220040589571
25,0.015450560793280601,0.010477019295096398
26,0.015982349816709755,0.010416600450873375
27,0.019538317780941724,0.010462825417518615
28,0.017630578238517047,0.010535022795200348
29,0.013567198771983384,0.010496837854385375
30,0.014021238401532174,0.010542969763278962
31,0.018545759096741676,0.010410910964012147
32,0.014509656045585871,0.010512534275650978
33,0.01595006432197988,0.010541336387395859
34,0.013430733570829034,0.010484672114253045
35,0.019044176176190378,0.010492136850953102
36,0.01806231072731316,0.010431474968791009
37,0.01803937674406916,0.010489519655704499
38,0.01884143855609,0.010517152607440948
39,0.02144722166657448,0.010503120213747025
40,0.01677521749585867,0.010481994643807412
41,0.01861308927834034,0.010475995466113091
42,0.014179255010560155,0.010440581798553467
43,0.01626787608675659,0.010421517968177795
44,0.014288126800209284,0.010401060312986373
45,0.015088416054844856,0.010409622609615326
46,0.015812694050371646,0.010404372528195382
47,0.02260800723172724,0.010412348911166191
48,0.016208413859829306,0.010447268664836884
49,0.014340699180960655,0.010447888597846032
50,0.014620960686355829,0.010458505153656006
51,0.018815396196208894,0.01047052951157093
52,0.02231429708749056,0.010467266157269478
53,0.015291507253423334,0.010428110867738724
54,0.01375037095323205,0.010432204455137253
55,0.015736463509500028,0.010443998768925667
56,0.014419074479490519,0.01044253146648407
57,0.0163320837598294,0.010450165599584579
58,0.017175452180206777,0.010439216017723083
