epoch,train_loss,val_loss
0,0.006322128754109144,0.009330270931124688
1,0.0036331235356628893,0.009047662504017354
2,0.0054130645040422675,0.009411502562463283
3,0.004601855432614684,0.009062390632927417
0,0.004495579881593585,0.009125068672001363
1,0.00524736650660634,0.009008254140615464
2,0.005523897886276245,0.009021814726293088
3,0.004045740753412247,0.008965855814516544
4,0.004830685564316809,0.009028203502297402
5,0.005734643688425422,0.009148980930447578
6,0.005344322180375457,0.009022351257503032
7,0.005272087270393968,0.009161925032734872
8,0.004727728111669422,0.009170443154871463
9,0.004516462748870254,0.009071026116609574
10,0.00410361441411078,0.008943163804709912
11,0.004700070799328387,0.008908959299325944
12,0.004614538114517927,0.009014524519443512
13,0.005212635322473944,0.009077514283359052
14,0.0043141580624505875,0.009273883529007435
15,0.004319591525942087,0.009238112509250641
16,0.004227881484664977,0.009295764043927193
17,0.004173475869931281,0.009295101560652256
18,0.004940789335872978,0.009399279840290547
19,0.004346007063984871,0.009177799232304096
20,0.004262993947602808,0.009330023296177388
21,0.00402081314753741,0.009198902785778045
22,0.0036483414266258478,0.009143151476979255
23,0.003862549290060997,0.009279486306011676
24,0.004653243355453015,0.009269386380910873
25,0.004141122430097312,0.00917686577141285
26,0.003965847013518214,0.009134449318051338
27,0.004776044733822346,0.009266653954982757
28,0.004132677088491619,0.009310353949666023
29,0.004351291554048658,0.009196596942842007
30,0.004194941079244017,0.009178880535066127
31,0.0036886392720043657,0.009220644012093543
32,0.004080882663838565,0.00919831819832325
0,0.004498863082379102,0.008997866831719875
1,0.004113075726665557,0.009146656259894371
2,0.0038226552065461876,0.0090569801107049
3,0.004416940735653043,0.009190220974385738
4,0.0037519224230200053,0.009249038130044938
5,0.004161553766578436,0.009212797038257121
6,0.0035166202168911693,0.009002381943166255
7,0.0045488671055063604,0.009275949507951737
8,0.004297114733606577,0.009190640449523925
9,0.004360700366087258,0.009217624478042126
