epoch,train_loss,val_loss
0,0.002818617322482169,0.0017347941249608993
1,0.002042569657787681,0.0018103870451450347
2,0.0019962659096345306,0.001722025397233665
3,0.001973299610428512,0.0017343646278604864
4,0.001967118383385241,0.0017458839099854231
5,0.0019663109248504044,0.0016622939947992562
6,0.0019365555802360176,0.0016801642067730427
7,0.0019484163699671627,0.0018670747876167297
8,0.0019354784097522497,0.0017075960724614561
9,0.0019357680743560194,0.0017822375791147352
10,0.0019409624235704542,0.0016768205808475613
11,0.0019233339503407479,0.0017983396174386143
12,0.0019175650151446462,0.0017306868378072977
13,0.0019264427125453949,0.0017386030489578842
14,0.001942494459450245,0.001691738199442625
15,0.0019105113931000232,0.0017046629954129457
16,0.001884467494674027,0.0016530771078541876
17,0.0019052261151373386,0.0016999593628570437
18,0.0018780142897740007,0.0016492976834997534
19,0.0018784911008551716,0.0017401709975674749
20,0.0018975235437974334,0.0016903157765045763
21,0.001872105303220451,0.0016898237923160195
22,0.0018774503571912645,0.0017433427916839718
23,0.0018681622021831572,0.0016925462810322642
24,0.0018685699217021465,0.0017062699533998966
25,0.0018628821251913904,0.0017129941489547492
26,0.0018581186970695854,0.0017493438543751837
0,0.0019019114915281535,0.0017644471591338514
1,0.0018844260424375535,0.0017814792050048708
2,0.0019083609776571393,0.0016882297499105335
0,0.0019872523117810486,0.0017545213606208563
1,0.001921764461323619,0.0018510443959385157
2,0.001902657131664455,0.001740556126460433
0,0.0018917897325009107,0.0017697914130985737
1,0.0019184533911757171,0.0017603909699246288
2,0.0019235348654910922,0.0017615238828584553
3,0.0018497610026970506,0.001777120498009026
4,0.0018307720171287657,0.0017475484255701304
5,0.0018314403756521643,0.0017316153133288025
6,0.0018268455853685736,0.0017348774466663598
7,0.0018192465202882886,0.0017390180919319392
8,0.0018452040897682309,0.0017917543966323138
9,0.001806628412567079,0.0017486659372225404
10,0.0017904686992987991,0.001724384879693389
11,0.0017891805516555906,0.0017291172472760081
12,0.0017846646662801505,0.001716987037099898
13,0.0017778622712939977,0.0017286527641117574
14,0.0017789871972054244,0.0017238240065053105
15,0.001761859075166285,0.0017174720130860804
16,0.0017597896717488767,0.0017139199571684003
17,0.0017567971237003803,0.0017119418242946267
18,0.001757444690912962,0.0017225497206673026
19,0.0017571405451744795,0.0017278301557525993
20,0.0017577547738328576,0.001719193729571998
21,0.001746127065271139,0.0017212166842073202
22,0.0017445686794817447,0.0017174419043585658
23,0.001743549706414342,0.001724003062583506
24,0.0017429001601412893,0.0017226333925500512
25,0.0017430913280695676,0.001721299541182816
26,0.0017409638976678252,0.0017212142143398523
27,0.0017372021665796637,0.0017204067455604672
28,0.001735848342999816,0.0017204968025907874
29,0.0017347708838060499,0.0017199636911973356
30,0.0017367201750166715,0.0017193228174000978
31,0.0017355044530704617,0.001721248833462596
32,0.001734219016507268,0.001719942120835185
33,0.0017319386671297253,0.0017206586534157396
34,0.001732343197800219,0.001720361159183085
35,0.001732179855927825,0.0017194851608946919
36,0.0017313816277310253,0.0017210034783929587
37,0.001731407918035984,0.001720055591315031
38,0.0017316725477576256,0.0017202671645209194
39,0.0017298753997310996,0.0017205553511157631
40,0.0017297593094408512,0.0017209614412859082
41,0.0017300060894340278,0.0017206988530233502
42,0.0017294168723747134,0.0017199967252090574
43,0.0017295001232996584,0.0017206228133291007
44,0.0017294152854010463,0.0017202709186822176
45,0.0017289038859307766,0.0017205431694164873
46,0.0017288973834365606,0.001720931999385357
47,0.0017288746074773371,0.0017205212991684676
48,0.00172878919262439,0.0017205455303192139
49,0.0017286903327330947,0.0017207317808642984
50,0.0017286502933129668,0.0017207530960440635
51,0.0017283553630113601,0.0017206405745819212
52,0.0017282557031139732,0.0017206186670809984
53,0.0017283284431323408,0.0017206752905622124
54,0.0017282878775149583,0.0017207958558574318
55,0.0017281668214127422,0.0017207748200744391
56,0.0017281632339581846,0.0017208289615809917
57,0.0017280538007616996,0.0017207617098465562
58,0.0017280466184020043,0.0017207193234935402
59,0.001728021622635424,0.0017207794208079577
60,0.0017279637064784765,0.001720802703872323
61,0.0017280086986720563,0.001720698418095708
62,0.001727959919720888,0.0017207881528884172
63,0.0017279709707945586,0.0017207079492509365
64,0.0017279712967574596,0.0017207386512309312
65,0.0017279479466378689,0.0017207111166790128
66,0.0017279414236545563,0.0017207196010276674
67,0.0017278750790283084,0.0017208109023049475
68,0.0017278562895953655,0.0017207764852792025
69,0.001727960178628564,0.0017207973832264543
70,0.0017278675632551312,0.0017208562074229122
71,0.0017278647916391492,0.0017207621987909078
72,0.0017278260039165615,0.0017208133386448026
73,0.0017277859947644175,0.0017208103099837899
74,0.0017278045574203134,0.0017208327790722252
75,0.0017278162511065603,0.001720753189176321
76,0.0017277647682931274,0.0017208327436819672
77,0.0017277495572343468,0.001720888826996088
78,0.0017277369759976864,0.00172079311683774
79,0.0017277792310342193,0.0017208537636324763
0,0.36045766615867614,0.2939005026817322
1,0.3081044456958771,0.28836142325401304
2,0.30398637771606446,0.2816238024234772
3,0.29900552010536197,0.2829852068424225
0,0.29907156693935394,0.2878883121013641
1,0.2984463027715683,0.28043604230880737
