epoch,train_loss,val_loss,train_Mx,train_My,train_Mz,val_Mx,val_My,val_Mz,lr
0,0.030585058694239706,0.05098577004671097,0.0008503643912263215,0.0009473506361246109,0.0002959346165880561,0.009327718056738377,0.009809465147554874,0.012902814894914627,0.0002
